sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12
probable_harvest_2005_1067,probable_harvest,2005,19,-77.021687,48.691069,0.368814,0.022207,-0.186082,-0.119093,-0.172795,-0.029773,-0.186082,-0.024606,0.075356,0.032541,0.071111,0.055363,-0.084214,-0.008858,-0.124567,-0.259900,0.160000,0.044844,-0.179377,-0.124567,0.048228,0.051734,-0.022207,-0.113741,-0.075356,-0.113741,-0.051734,0.032541,0.059116,0.244152,-0.206936,0.006151,0.179377,0.044844,-0.055363,-0.153787,0.160000,0.059116,-0.035433,-0.071111,0.199862,-0.251965,-0.022207,-0.032541,0.108512,0.013841,0.267958,0.044844,-0.113741,-0.027128,-0.284444,0.103406,-0.038447,-0.113741,0.062991,0.001538,0.124567,0.103406,0.038447,0.059116,-0.059116,-0.160000,-0.108512,0.093564,0.259900,3,-0.902958,-2.190963,-2.083559,-0.356811,0.419916,0.325707,1.426176,-0.729604,-0.180020,1.410159,0.041674,-0.635081,2.433980,-1.209352,-0.444686,1.176930,2.172771,-2.383970,-1.928045,1.427212,0.060673,1.003981,-2.048540,1.230881,-1.602500,-3.941797,2.357135,0.735861,-2.305533,-3.023491,-2.416769,3.945975,-0.427763,-2.214509,-1.765427,0.311295,-1.412319,-1.099719,-0.483281,3.236111,-1.824073,-0.493941,3.538027,-2.280735,-1.180964,2.822130,-1.026236,2.561943,-3.188618,-2.306634,-0.247606,0.828826,-2.449090,0.161260,-1.054855,-1.436545,-1.400184,0.207238,1.115835,0.167847,1.135007,-5.506613,-0.212690,4.583684,-4.483970,-5.175173,-3.866275,-623100.326001,558365.721291,0.021500,0.019150,0.015100,0.046950,0.036950,0.016900
probable_harvest_2005_1068,probable_harvest,2005,19,-76.839239,48.746854,0.605625,0.062991,-0.079723,0.098424,-0.098424,-0.071111,-0.141730,-0.119093,0.251965,0.103406,-0.013841,0.032541,0.008858,-0.055363,-0.048228,-0.124567,-0.075356,0.010396,0.038447,0.124567,-0.160000,0.051734,-0.141730,0.038447,-0.071111,0.035433,0.251965,-0.214133,-0.007443,0.310096,-0.008858,0.153787,0.044844,0.206936,0.088827,-0.130165,0.075356,0.179377,0.041584,0.013841,0.141730,-0.147697,-0.003937,-0.141730,0.206936,0.013841,0.051734,-0.071111,-0.098424,0.221453,-0.130165,0.119093,-0.066990,-0.027128,0.066990,0.079723,0.179377,0.228897,0.093564,-0.135886,-0.044844,-0.179377,0.147697,0.103406,0.119093,0,0.293422,0.676046,1.348651,0.713436,-0.852047,1.312573,-1.789429,1.354133,1.484243,-1.519804,-0.258970,1.039493,1.408373,1.205573,2.262348,-1.189841,1.047719,0.734317,1.892933,-2.366583,0.060673,-1.485705,1.416601,1.409100,0.791605,2.301827,-1.582096,-0.647047,-0.565869,1.535647,1.066632,0.187515,1.940222,0.816223,-0.994660,-1.041559,0.284175,0.092681,0.681969,1.794329,0.092135,-0.201320,1.070152,0.455083,-1.180964,-1.457776,-3.372596,2.883584,1.246007,1.286671,0.214624,0.162647,0.168002,0.290163,0.805748,0.030354,0.838869,1.513688,-1.862647,0.589111,0.288133,1.628146,0.001253,1.171210,7.610324,0.764391,4.888812,-609102.928680,562927.554758,0.027000,0.047400,0.027000,0.264400,0.125600,0.061700
probable_harvest_2005_1069,probable_harvest,2005,19,-76.846516,48.742273,0.537813,0.059116,-0.103406,0.051734,-0.088827,-0.075356,-0.141730,-0.113741,0.098424,0.051734,-0.004983,0.079723,0.027128,-0.153787,-0.103406,-0.206936,0.066990,0.035433,-0.062991,-0.038447,-0.000984,0.071111,-0.135886,0.035433,-0.098424,-0.059116,0.221453,-0.124567,-0.079723,0.336855,-0.038447,0.088827,0.066990,0.221453,0.027128,-0.088827,0.172795,0.251965,-0.001538,-0.088827,0.075356,-0.141730,0.038447,-0.186082,0.214133,0.079723,0.079723,0.124567,-0.206936,0.179377,-0.199862,0.160000,-0.119093,-0.017778,0.093564,0.079723,0.147697,0.206936,0.000984,-0.019931,-0.088827,-0.179377,0.119093,0.093564,0.044844,0,0.179739,0.037643,0.611930,0.851532,-0.982650,1.312573,-1.607295,-0.457434,0.270718,-1.214290,0.362577,1.368209,-0.762223,-0.539945,0.614749,0.241604,1.865391,-0.717831,-0.607213,0.530598,0.568727,-1.363975,1.347971,0.262299,-0.725813,1.674556,-0.151792,-2.148818,0.140058,0.854608,-0.466065,0.806192,2.152308,-0.480630,0.354181,0.515796,1.308146,-0.574948,-0.726288,0.148103,0.201794,0.477522,0.067708,0.655140,-0.012267,-0.903762,0.586964,0.604972,0.495380,-0.336620,1.420047,-1.053415,0.450529,1.146870,0.805748,-0.817517,0.447035,-0.680739,-0.091531,-0.709182,0.288133,0.831588,-0.212690,-0.628203,1.197216,3.114248,3.705429,-609691.046611,562485.862262,0.038000,0.065800,0.042600,0.277800,0.168300,0.082200
probable_harvest_2005_1070,probable_harvest,2005,19,-76.848402,48.742812,0.620438,0.075356,-0.071111,0.066990,-0.066990,-0.059116,-0.179377,-0.079723,0.160000,0.055363,0.041584,0.019931,0.038447,-0.153787,-0.075356,-0.199862,0.113741,0.024606,-0.075356,-0.019931,-0.015748,0.059116,-0.119093,0.044844,-0.088827,-0.041584,0.179377,-0.141730,-0.044844,0.336855,-0.048228,0.066990,0.066990,0.199862,0.017778,-0.075356,0.186082,0.236463,-0.004983,-0.130165,0.059116,-0.124567,0.071111,-0.236463,0.179377,0.119093,0.088827,0.075356,-0.244152,0.160000,-0.172795,0.153787,-0.093564,-0.051734,0.103406,0.066990,0.172795,0.228897,0.015748,-0.024606,-0.103406,-0.199862,0.108512,0.071111,0.059116,0,0.656126,0.908193,0.852650,1.165790,-0.482950,0.474900,-0.449594,0.269080,0.355953,0.391780,-0.425094,1.571858,-0.762223,0.347408,0.756253,0.711741,1.511803,-0.894836,-0.323234,0.261614,0.254217,-1.014164,1.562266,0.665229,-0.444444,0.809529,-0.425868,-1.424133,0.140058,0.629483,-0.981318,0.806192,1.836876,-0.677162,0.793759,0.728163,1.089467,-0.628283,-1.293303,-0.254681,0.517205,1.000693,-1.070990,-0.310946,0.686114,-0.723556,-0.408838,-0.176525,0.149696,0.293784,1.236968,-0.457587,-0.575490,1.464169,0.502723,-0.145806,0.838869,-0.330797,-0.162939,-1.139525,-0.607134,0.536947,-0.700747,-0.282334,0.581437,4.142622,2.329900,-609821.243404,562561.193261,0.032700,0.063100,0.033300,0.317250,0.159750,0.074100
probable_harvest_2005_1071,probable_harvest,2005,19,-76.844629,48.744968,0.465097,-0.012057,-0.172795,0.017778,-0.055363,-0.088827,-0.186082,-0.113741,0.172795,0.055363,-0.027128,0.147697,-0.062991,-0.071111,-0.071111,-0.199862,-0.038447,-0.013841,-0.008858,0.022207,-0.075356,0.066990,-0.160000,0.007443,-0.108512,0.002215,0.192910,-0.135886,0.015748,0.301423,-0.062991,0.141730,-0.000554,0.166336,0.103406,-0.113741,0.124567,0.172795,0.059116,-0.024606,0.051734,-0.192910,-0.079723,-0.135886,0.244152,0.012057,0.088827,0.075356,-0.141730,0.179377,-0.130165,0.088827,-0.113741,-0.055363,0.108512,0.160000,0.221453,0.236463,0.048228,-0.088827,-0.066990,-0.147697,0.108512,0.172795,0.124567,0,-1.908062,-1.832794,0.076132,1.333099,-1.397173,0.325707,-1.607295,0.420044,0.355953,-1.978074,1.258027,-0.253238,1.061078,0.481679,0.756253,-0.818680,0.256165,0.057118,0.323030,-0.824408,0.460665,-1.866269,0.710687,-0.161295,0.258484,1.087754,-0.332545,-0.165202,-0.794687,0.289672,0.782154,-1.080772,1.347103,1.122658,-0.458736,-0.255016,0.191323,0.364114,0.154611,-0.437764,-0.738787,-1.415155,1.202236,1.489564,-1.212610,-0.723556,-0.408838,1.974206,0.495380,1.286671,-0.677208,-0.928507,-0.685155,1.628768,2.716123,1.156458,0.973871,0.439075,-1.143865,-0.064575,1.672705,0.536947,1.509549,1.303892,5.444771,-0.739625,1.735688,-609519.122126,562766.090749,0.029700,0.042600,0.032000,0.157200,0.124400,0.065900
probable_harvest_2005_1072,probable_harvest,2005,19,-76.845707,48.745776,0.563559,0.088827,-0.135886,0.055363,-0.084214,-0.088827,-0.179377,-0.066990,0.160000,0.027128,0.032541,0.093564,-0.000554,-0.113741,-0.098424,-0.186082,0.002215,-0.013841,-0.032541,0.048228,-0.022207,0.093564,-0.113741,0.027128,-0.119093,-0.019931,0.166336,-0.141730,-0.006151,0.346021,-0.071111,0.103406,0.035433,0.172795,0.075356,-0.088827,0.172795,0.236463,-0.029773,-0.075356,0.048228,-0.192910,0.006151,-0.192910,0.244152,0.038447,0.062991,0.108512,-0.214133,0.186082,-0.153787,0.119093,-0.113741,-0.066990,0.079723,0.088827,0.172795,0.228897,0.038447,-0.079723,-0.071111,-0.192910,0.093564,0.119093,0.075356,0,1.051310,-0.837881,0.669198,0.917924,-1.397173,0.474900,-0.016240,0.269080,-0.307151,0.079901,0.544908,0.870154,0.120938,-0.382323,1.031878,-0.409784,0.256165,-0.281922,0.722110,0.143934,1.157426,-0.902685,1.158886,-0.605551,-0.096929,0.541421,-0.425868,-0.620207,0.381858,0.102775,-0.122079,-0.075422,1.441463,0.533062,0.354181,0.515796,1.089467,-1.012098,-0.541501,-0.524729,-0.738787,-0.039738,-0.086621,1.489564,-0.744476,-1.234953,0.262084,0.453839,0.614997,0.736500,0.214624,-0.928507,-1.036455,0.700669,1.022403,-0.145806,0.838869,0.207238,-1.004807,-0.186233,-0.303335,0.120682,0.342224,0.111241,3.346309,2.241412,0.213847,-609587.097758,562864.109169,0.032600,0.055600,0.034600,0.270200,0.145500,0.072100
probable_harvest_2005_1073,probable_harvest,2005,19,-76.828460,48.743620,0.599435,0.066990,-0.088827,0.079723,-0.103406,-0.041584,-0.236463,-0.048228,0.141730,0.055363,0.007443,-0.010396,0.013841,-0.147697,-0.079723,-0.221453,0.103406,0.001538,-0.051734,0.029773,-0.088827,0.017778,-0.088827,-0.007443,-0.084214,-0.027128,0.172795,-0.166336,0.007443,0.336855,-0.084214,0.098424,0.022207,0.108512,0.024606,-0.079723,0.172795,0.221453,0.071111,-0.113741,0.113741,-0.088827,0.088827,-0.206936,0.214133,0.103406,0.093564,-0.003014,-0.228897,0.186082,-0.221453,0.119093,-0.059116,-0.003937,0.093564,0.022207,0.206936,0.199862,0.022207,-0.055363,-0.041584,-0.228897,0.124567,0.084214,0.088827,0,0.410714,0.430634,1.053574,0.641732,0.056498,-0.795297,0.622275,0.053521,0.355953,-0.785722,-0.824603,1.129142,-0.627917,0.209246,0.324358,0.607816,0.758420,-0.556677,0.439074,-1.069856,-0.829633,-0.383734,0.371736,0.858945,-0.212438,0.674210,-0.818809,-0.337746,0.140058,-0.198808,-0.239644,-0.444910,0.502357,-0.533642,0.651248,0.515796,0.877731,0.549832,-1.068015,1.100137,1.174029,1.284446,-0.403621,0.655140,0.407853,-0.629800,-1.994654,0.143824,0.614997,-0.839511,0.214624,0.346421,0.868743,1.146870,-0.562988,0.767919,0.320813,-0.177698,-0.632731,0.685348,-1.876101,0.984047,-0.415936,0.437729,0.424763,3.621972,2.220841,-608360.755462,562480.291927,0.031000,0.056000,0.033100,0.281200,0.150700,0.070900
probable_harvest_2005_1074,probable_harvest,2005,19,-76.854331,48.744429,0.567348,0.066990,-0.084214,0.035433,-0.124567,-0.075356,-0.179377,-0.084214,0.113741,0.041584,0.004983,0.022207,-0.003014,-0.147697,-0.084214,-0.186082,0.098424,0.007443,-0.079723,-0.013841,-0.048228,0.044844,-0.119093,0.007443,-0.103406,-0.062991,0.199862,-0.113741,-0.062991,0.346021,-0.066990,0.098424,0.048228,0.179377,0.004983,-0.075356,0.199862,0.221453,0.059116,-0.119093,0.071111,-0.108512,0.066990,-0.221453,0.206936,0.124567,0.084214,0.084214,-0.206936,0.179377,-0.214133,0.160000,-0.103406,-0.027128,0.098424,0.044844,0.179377,0.199862,0.002215,-0.022207,-0.071111,-0.199862,0.113741,0.098424,0.059116,2,0.410714,0.554998,0.354708,0.337212,-0.982650,0.474900,-0.602419,-0.276712,0.032347,-0.870587,-0.395111,0.825882,-0.627917,0.067191,1.031878,0.557709,0.951286,-0.957360,-0.229833,-0.330150,-0.119969,-1.014164,0.710687,0.053085,-0.788011,1.230660,0.021102,-1.801174,0.381858,0.197639,-0.239644,0.282035,1.537620,-0.946101,0.793759,0.948395,0.877731,0.364114,-1.141424,0.042830,0.812267,0.934680,-0.731744,0.455083,0.783232,-0.814877,-0.229594,0.604972,0.495380,-0.669015,1.420047,-0.687304,0.168002,1.303537,-0.024277,0.030354,0.320813,-0.651578,-0.126296,-0.186233,-0.607134,0.682555,-0.107056,-0.282334,-0.229569,3.798090,3.153783,-610231.517365,562789.516461,0.038500,0.063600,0.041800,0.290850,0.167950,0.079900
probable_harvest_2005_1075,probable_harvest,2005,19,-76.827651,48.801023,0.533454,0.029773,-0.055363,0.135886,-0.119093,-0.062991,-0.179377,-0.141730,0.301423,0.098424,0.006151,0.055363,-0.024606,-0.088827,-0.027128,-0.206936,-0.015748,0.059116,0.079723,0.035433,-0.124567,0.079723,-0.103406,0.004983,-0.079723,0.062991,0.199862,-0.192910,0.022207,0.336855,0.003937,0.108512,0.055363,0.098424,0.119093,-0.108512,0.098424,0.179377,0.071111,-0.048228,0.124567,-0.166336,-0.024606,-0.153787,0.186082,0.024606,0.084214,0.003014,-0.130165,0.206936,-0.206936,0.160000,-0.015748,-0.000554,0.044844,0.075356,0.199862,0.228897,0.079723,-0.051734,-0.029773,-0.179377,0.093564,0.113741,0.055363,4,-0.681005,1.332689,1.939776,0.415997,-0.602197,0.474900,-2.559835,1.937666,1.367224,-0.830276,0.041674,0.437399,0.670371,1.873034,0.614749,-0.590416,2.638864,1.325215,0.525872,-1.721021,0.794530,-0.687417,0.654662,1.047496,1.233897,1.230660,-1.243185,-0.031001,0.140058,1.830151,-0.001611,0.481386,0.354975,1.452367,-0.288124,-0.672867,0.284175,0.549832,-0.169398,1.368659,-0.250409,-0.532366,0.797643,-0.124568,-0.990001,-0.814877,-1.872668,2.217051,0.987019,-0.501385,1.420047,1.358610,0.970973,-0.423760,0.701812,0.578588,0.838869,1.185618,-0.577296,1.033980,0.288133,0.120682,0.225893,-0.373274,4.571475,0.589388,4.099083,-607564.142892,568784.606830,0.039600,0.061800,0.044300,0.260800,0.158200,0.077400
probable_harvest_2005_1076,probable_harvest,2005,19,-76.827382,48.742812,0.612071,0.051734,-0.093564,0.071111,-0.075356,-0.066990,-0.214133,-0.032541,0.192910,0.066990,-0.019931,0.079723,-0.015748,-0.124567,-0.066990,-0.221453,0.015748,0.017778,-0.048228,0.019931,-0.119093,0.019931,-0.135886,-0.002215,-0.119093,0.024606,0.186082,-0.160000,0.038447,0.310096,-0.055363,0.108512,0.055363,0.130165,0.088827,-0.084214,0.113741,0.192910,0.098424,-0.093564,0.093564,-0.135886,0.013841,-0.172795,0.221453,0.079723,0.062991,-0.000246,-0.199862,0.221453,-0.179377,0.075356,-0.079723,-0.035433,0.098424,0.084214,0.228897,0.236463,0.027128,-0.055363,-0.029773,-0.206936,0.108512,0.153787,0.135886,0,-0.036800,0.302954,0.917684,1.045398,-0.725229,-0.298442,1.156116,0.657377,0.628996,-1.729844,0.362577,0.596777,-0.117827,0.612058,0.324358,-0.273692,1.288802,-0.506481,0.288122,-1.621273,-0.773183,-1.363975,0.490789,-0.605551,0.617847,0.947376,-0.717627,0.306418,-0.565869,0.465241,-0.001611,0.481386,0.818687,0.816223,0.504722,-0.428056,0.475085,0.972695,-0.791258,0.599709,0.309192,0.083419,0.368024,0.858616,-0.012267,-1.234953,-1.938640,0.753521,1.246007,0.140481,-1.074182,-0.134548,-0.082927,1.303537,0.912612,1.355666,0.973871,-0.061051,-0.632731,1.033980,-0.916311,0.536947,1.096372,1.578202,3.988836,2.432922,1.277485,-608292.752662,562382.289262,0.032400,0.057000,0.033100,0.291000,0.151700,0.070700
probable_harvest_2005_1077,probable_harvest,2005,19,-76.904996,48.780272,0.551317,0.022207,-0.186082,-0.172795,-0.214133,-0.041584,-0.251965,-0.022207,0.010396,-0.093564,0.130165,-0.084214,-0.103406,-0.062991,-0.130165,-0.259900,0.172795,-0.088827,-0.088827,-0.075356,0.093564,-0.055363,0.048228,-0.214133,-0.059116,-0.093564,0.027128,0.048228,0.013841,0.301423,-0.172795,-0.079723,0.038447,-0.059116,-0.041584,-0.048228,0.141730,0.135886,-0.062991,-0.075356,0.098424,-0.192910,0.113741,-0.166336,0.022207,0.079723,0.259900,0.135886,-0.192910,0.071111,-0.206936,0.113741,-0.108512,-0.062991,-0.019931,-0.041584,0.119093,0.147697,0.038447,-0.019931,-0.059116,-0.153787,-0.079723,0.062991,0.103406,2,-0.902958,-2.190963,-2.930935,-0.951688,0.056498,-1.140222,1.507823,-1.496036,-3.141598,3.446918,-1.797037,-0.980399,1.240152,-1.386434,-0.444686,1.305599,-2.192832,-1.087692,-1.173284,2.253216,-2.747339,2.471140,-4.334357,1.912762,-1.278679,-2.320504,2.607635,-0.204823,-0.794687,-2.237677,-4.442947,0.008786,-1.946508,-1.924883,1.678936,0.019291,-0.329340,-1.526392,-0.541501,0.720239,-0.738787,1.683475,0.514011,-4.679706,-0.012267,2.662623,0.815999,0.899486,-1.436058,-0.501385,0.056922,-0.806470,-0.915638,-2.511983,-2.081041,-1.583070,-0.609930,0.207238,-0.091531,0.167847,1.406544,-4.704916,-0.877250,0.791052,-9.385352,-2.312559,-7.412391,-613450.351577,567163.182632,0.025000,0.032800,0.022200,0.104000,0.073800,0.037050
probable_harvest_2005_1078,probable_harvest,2005,19,-76.837083,48.740386,0.562613,0.048228,-0.119093,0.035433,-0.124567,-0.098424,-0.179377,-0.024606,0.192910,0.032541,-0.012057,0.135886,-0.038447,-0.059116,-0.088827,-0.199862,-0.059116,-0.013841,-0.019931,0.059116,-0.119093,0.051734,-0.141730,-0.024606,-0.119093,0.055363,0.166336,-0.141730,0.084214,0.301423,-0.059116,0.147697,0.041584,0.153787,0.108512,-0.079723,0.055363,0.153787,0.048228,-0.012057,0.062991,-0.206936,-0.062991,-0.153787,0.228897,0.038447,0.071111,0.022207,-0.172795,0.199862,-0.103406,0.048228,-0.119093,-0.071111,0.084214,0.119093,0.244152,0.236463,0.000554,-0.071111,-0.044844,-0.214133,0.119093,0.199862,0.160000,0,-0.139657,-0.385195,0.354708,0.337212,-1.692450,0.474900,1.426176,0.657377,-0.180020,-1.458277,1.102437,0.188371,1.325619,-0.078755,0.756253,-1.026530,0.256165,-0.101394,0.889101,-1.621273,0.060673,-1.485705,-0.019037,-0.605551,1.111477,0.541421,-0.425868,1.257327,-0.794687,0.378872,0.922941,0.096432,1.163775,1.229975,0.651248,-1.361093,-0.076818,0.195540,0.326741,-0.158562,-0.996543,-1.147166,0.797643,1.065512,-0.744476,-1.074228,-1.484305,1.321882,0.860817,1.909911,-1.873568,-1.053415,-1.160990,0.845436,1.742637,1.763961,0.973871,-0.690946,-0.873265,0.589111,-1.230864,0.831588,2.097892,2.162601,6.233789,0.020548,-1.020216,-609029.394252,562198.067584,0.024800,0.041300,0.024900,0.192100,0.124250,0.060600
probable_harvest_2005_1079,probable_harvest,2005,19,-76.841934,48.742812,0.486903,0.075356,-0.179377,0.022207,-0.103406,-0.071111,-0.108512,-0.062991,0.221453,0.048228,0.000984,0.130165,-0.019931,-0.048228,-0.029773,-0.130165,-0.113741,-0.066990,0.075356,0.166336,-0.084214,0.113741,-0.124567,0.032541,-0.108512,0.041584,0.160000,-0.186082,0.038447,0.292872,-0.051734,0.172795,0.051734,0.108512,0.130165,-0.153787,0.079723,0.103406,-0.012057,0.044844,0.071111,-0.244152,-0.088827,-0.113741,0.251965,-0.002215,0.088827,0.041584,-0.186082,0.192910,-0.108512,0.071111,-0.119093,-0.027128,0.038447,0.119093,0.244152,0.160000,0.119093,-0.113741,-0.055363,-0.153787,0.141730,0.199862,0.079723,0,0.656126,-2.010220,0.146019,0.641732,-0.852047,2.051697,0.119837,0.994142,0.188371,-1.008492,1.027074,0.521515,1.565742,1.789358,2.150375,-1.575849,-1.479630,1.262691,2.533536,-0.985799,1.686448,-1.128205,1.282141,-0.161295,0.890331,0.411161,-1.134144,0.306418,-1.020259,0.548778,1.515119,0.379992,0.502357,1.685102,-1.765427,-0.971754,-0.787523,-0.737808,1.107230,0.042830,-1.680499,-1.560973,1.702762,1.706720,-1.465773,-0.723556,-1.092208,1.042868,0.736810,1.790994,-1.199256,-1.053415,0.168002,-0.630004,1.742637,1.763961,-0.390415,2.118796,-1.524397,0.278610,1.406544,1.461982,2.097892,0.217088,8.445131,-2.769494,0.390594,-609350.921784,562506.095436,0.024200,0.033900,0.025200,0.166400,0.131400,0.066600
probable_harvest_2005_1080,probable_harvest,2005,19,-76.827921,48.801023,0.548863,0.032541,-0.055363,0.147697,-0.119093,-0.062991,-0.153787,-0.141730,0.327812,0.093564,0.010396,0.066990,-0.051734,-0.062991,-0.022207,-0.199862,-0.032541,0.059116,0.103406,0.055363,-0.119093,0.088827,-0.088827,-0.002215,-0.088827,0.071111,0.179377,-0.179377,0.035433,0.318893,0.015748,0.130165,0.041584,0.098424,0.130165,-0.103406,0.079723,0.166336,0.044844,-0.062991,0.108512,-0.192910,-0.041584,-0.147697,0.186082,0.017778,0.093564,-0.000984,-0.113741,0.221453,-0.199862,0.153787,-0.027128,-0.003937,0.019931,0.108512,0.192910,0.244152,0.103406,-0.048228,-0.008858,-0.186082,0.088827,0.124567,0.055363,4,-0.599803,1.332689,2.126140,0.415997,-0.602197,1.044299,-2.559835,2.249029,1.253095,-0.683884,0.194832,-0.050696,1.240152,2.028710,0.756253,-0.759294,2.638864,1.664255,0.831550,-1.621273,1.033235,-0.383734,0.490789,0.665229,1.364215,0.809529,-1.027068,0.243791,-0.333806,2.102000,0.509288,0.096432,0.354975,1.685102,-0.121526,-0.971754,0.100207,0.143158,-0.371903,0.970453,-0.738787,-0.804296,0.935288,-0.124568,-1.111126,-0.629800,-1.953577,2.561943,1.246007,-0.336620,1.236968,1.093000,0.868743,-1.226923,1.490848,0.392551,1.111067,1.746983,-0.523740,1.651350,-0.004913,-0.011221,0.461230,-0.373274,5.471327,0.124304,3.363222,-607583.752394,568786.899240,0.037600,0.060400,0.043600,0.263500,0.157300,0.076400
probable_harvest_2005_1081,probable_harvest,2005,19,-76.852175,48.743620,0.645402,0.059116,-0.088827,0.084214,-0.038447,-0.088827,-0.147697,-0.088827,0.199862,0.079723,-0.019931,0.119093,0.038447,-0.108512,-0.093564,-0.153787,-0.015748,0.010396,-0.041584,0.029773,-0.075356,0.075356,-0.160000,0.066990,-0.088827,0.013841,0.214133,-0.172795,-0.038447,0.310096,-0.015748,0.093564,0.088827,0.244152,0.084214,-0.108512,0.108512,0.228897,-0.013841,-0.055363,0.075356,-0.160000,0.002215,-0.166336,0.221453,0.041584,0.038447,0.051734,-0.179377,0.228897,-0.119093,0.130165,-0.108512,-0.066990,0.098424,0.084214,0.166336,0.259900,0.019931,-0.093564,-0.084214,-0.186082,0.124567,0.108512,0.088827,2,0.179739,0.430634,1.124432,1.576538,-1.397173,1.179805,-0.759431,0.739391,0.928044,-1.729844,0.881208,1.571858,0.236251,-0.228593,1.677875,-0.590416,1.047719,-0.411374,0.439074,-0.824408,0.680016,-1.866269,2.066490,0.665229,0.445077,1.524061,-0.921956,-1.291211,-0.565869,1.377069,-0.354306,1.416276,2.483915,0.719250,-0.288124,-0.511626,0.982731,-0.765428,-0.267275,0.148103,-0.133966,-0.102794,0.514011,0.858616,-0.688824,-1.720780,-0.886824,1.183667,1.378793,1.544563,0.540904,-0.806470,-1.036455,1.303537,0.912612,-0.318673,1.392047,-0.231647,-1.216213,-0.572997,-0.004913,0.984047,0.112236,0.437729,5.996205,2.944063,2.497275,-610085.179594,562682.188430,0.026900,0.049600,0.026600,0.302200,0.142000,0.064200
probable_harvest_2005_1082,probable_harvest,2005,19,-76.849750,48.739847,0.578864,0.044844,-0.075356,0.066990,-0.071111,-0.071111,-0.186082,-0.084214,0.172795,0.088827,-0.012057,0.051734,0.027128,-0.153787,-0.071111,-0.186082,0.075356,0.059116,-0.035433,-0.024606,-0.084214,0.048228,-0.135886,0.035433,-0.108512,-0.008858,0.236463,-0.147697,-0.035433,0.327812,-0.041584,0.079723,0.084214,0.221453,0.062991,-0.093564,0.119093,0.236463,0.075356,-0.098424,0.103406,-0.119093,0.032541,-0.179377,0.192910,0.088827,0.051734,0.035433,-0.186082,0.199862,-0.160000,0.153787,-0.079723,-0.015748,0.113741,0.071111,0.214133,0.221453,-0.013841,-0.012057,-0.084214,-0.192910,0.141730,0.098424,0.079723,0,-0.238904,0.793777,0.852650,1.106479,-0.852047,0.325707,-0.602419,0.420044,1.141855,-1.458277,-0.006138,1.368209,-0.762223,0.481679,1.031878,0.325734,2.638864,-0.323311,-0.394937,-0.985799,-0.031261,-1.363975,1.347971,-0.161295,0.080778,1.983133,-0.521156,-1.228584,-0.098497,0.782398,-0.680874,1.287385,2.152308,0.273174,0.199627,-0.342519,1.089467,0.615547,-0.857916,0.843820,0.617820,0.382937,0.219257,0.065229,0.149233,-1.457776,-1.216683,1.042868,0.860817,0.591793,1.236968,-0.134548,0.511867,1.797333,0.600803,0.960542,0.706062,-1.032140,0.028736,-0.572997,-0.303335,1.461982,-0.107056,0.217088,2.848177,3.336415,4.422370,-609957.473140,562246.694219,0.035200,0.061800,0.036700,0.304200,0.167900,0.079300
