disturbance_type,event_id,disturbance_year,observation_year,years_since_disturbance,supported_site_reference_pairs,blue_gap_median,blue_gap_mean,blue_gap_sd,dist_blue_median,ref_blue_median,green_gap_median,green_gap_mean,green_gap_sd,dist_green_median,ref_green_median,red_gap_median,red_gap_mean,red_gap_sd,dist_red_median,ref_red_median,nir_gap_median,nir_gap_mean,nir_gap_sd,dist_nir_median,ref_nir_median,swir1_gap_median,swir1_gap_mean,swir1_gap_sd,dist_swir1_median,ref_swir1_median,swir2_gap_median,swir2_gap_mean,swir2_gap_sd,dist_swir2_median,ref_swir2_median,nbr_gap_median,nbr_gap_mean,nbr_gap_sd,dist_nbr_median,ref_nbr_median,ndvi_gap_median,ndvi_gap_mean,ndvi_gap_sd,dist_ndvi_median,ref_ndvi_median
harvest_total,harvest_2016_00026,2016,2016,0,2,-0.020357,-0.020357,0.009771,0.041560,0.021203,-0.011647,-0.011647,0.008614,0.062728,0.051082,-0.037511,-0.037511,0.010209,0.073172,0.035661,0.018322,0.018322,0.042945,0.259223,0.277544,-0.119542,-0.119542,0.037647,0.244888,0.125345,-0.081400,-0.081400,0.016470,0.137377,0.055977,0.346833,0.346833,0.002823,0.314822,0.661655,0.216905,0.216905,0.010237,0.559306,0.776211
harvest_total,harvest_2016_00026,2016,2017,1,1,-0.014548,-0.014548,,0.042055,0.027507,-0.007632,-0.007632,,0.055269,0.047637,-0.029549,-0.029549,,0.063161,0.033612,0.058767,0.058767,,0.172845,0.231612,-0.132152,-0.132152,,0.241279,0.109127,-0.115788,-0.115788,,0.165296,0.049508,0.595630,0.595630,,0.022578,0.618208,0.281739,0.281739,,0.464797,0.746536
harvest_total,harvest_2016_00026,2016,2018,2,4,-0.022124,-0.022488,0.003438,0.049666,0.027810,-0.011935,-0.012389,0.007170,0.070105,0.058548,-0.020041,-0.020402,0.011610,0.063107,0.041670,-0.024221,-0.020515,0.031394,0.288998,0.265843,-0.097741,-0.099065,0.023102,0.223053,0.129939,-0.060528,-0.064580,0.030285,0.121228,0.062632,0.208299,0.225535,0.155293,0.401474,0.612955,0.105587,0.108072,0.072343,0.644273,0.749860
harvest_total,harvest_2016_00026,2016,2019,3,4,-0.016555,-0.018168,0.004541,0.044475,0.026049,-0.013654,-0.014266,0.005021,0.067039,0.053152,-0.014857,-0.016207,0.011845,0.055468,0.037875,-0.069273,-0.068857,0.034399,0.332620,0.263348,-0.118710,-0.111100,0.016906,0.246580,0.135390,-0.073508,-0.068791,0.020796,0.137879,0.065444,0.193786,0.189423,0.104693,0.410215,0.604001,0.035518,0.030410,0.066678,0.695902,0.737173
harvest_total,harvest_2016_00026,2016,2020,4,4,-0.012478,-0.014438,0.005658,0.040006,0.026710,-0.011557,-0.015592,0.009171,0.065815,0.053199,-0.010801,-0.015207,0.011671,0.050071,0.037525,-0.134186,-0.116404,0.042803,0.368109,0.250161,-0.118167,-0.121773,0.015902,0.253585,0.136209,-0.068448,-0.068097,0.015364,0.127182,0.059353,0.180819,0.160966,0.095104,0.460916,0.625018,-0.003041,-0.000158,0.051237,0.731889,0.743041
harvest_total,harvest_2016_00026,2016,2021,5,4,-0.025685,-0.024262,0.005793,0.050512,0.024826,-0.019834,-0.019319,0.003880,0.075928,0.055537,-0.035935,-0.036630,0.006924,0.075983,0.037132,0.002530,0.004362,0.007949,0.233826,0.232774,-0.109883,-0.108580,0.017610,0.238337,0.124741,-0.087663,-0.087110,0.012893,0.150343,0.057882,0.337522,0.348016,0.048312,0.265268,0.602790,0.185189,0.204846,0.045573,0.549826,0.727303
harvest_total,harvest_2016_00026,2016,2022,6,4,-0.012794,-0.011409,0.006435,0.032828,0.021733,-0.014245,-0.012843,0.007900,0.059573,0.045733,-0.019394,-0.018312,0.011186,0.048559,0.030587,-0.072730,-0.061170,0.025976,0.288661,0.221575,-0.101227,-0.099705,0.007327,0.219196,0.117096,-0.065498,-0.065412,0.013168,0.117006,0.055111,0.184164,0.213034,0.102431,0.437300,0.621464,0.037369,0.055003,0.074071,0.727603,0.764973
harvest_total,harvest_2016_00026,2016,2023,7,4,-0.016473,-0.015957,0.003112,0.040130,0.022970,-0.013867,-0.016077,0.008478,0.068634,0.053804,-0.016788,-0.016933,0.008043,0.050868,0.034135,-0.088316,-0.081884,0.042345,0.321703,0.231070,-0.102733,-0.099051,0.017986,0.215291,0.114098,-0.054272,-0.056268,0.014380,0.111575,0.054794,0.097419,0.128788,0.088505,0.498974,0.596394,0.010571,0.021425,0.056956,0.729123,0.739694
harvest_total,harvest_2016_00026,2016,2024,8,4,-0.013990,-0.013581,0.002606,0.035049,0.022324,-0.010621,-0.011601,0.005164,0.061504,0.049892,-0.013179,-0.013447,0.008325,0.047905,0.034753,-0.100891,-0.094084,0.023917,0.338237,0.231729,-0.104115,-0.098787,0.011434,0.215855,0.114242,-0.052188,-0.052436,0.009342,0.106219,0.055228,0.084810,0.095619,0.051177,0.531129,0.615938,-0.011374,-0.005080,0.051712,0.763510,0.752136
harvest_total,harvest_2016_00026,2016,2025,9,4,-0.007397,-0.006889,0.004071,0.030299,0.024572,-0.008552,-0.009267,0.007017,0.063209,0.054788,-0.007287,-0.005947,0.009910,0.043251,0.037126,-0.134600,-0.124345,0.025317,0.389545,0.254946,-0.094449,-0.095315,0.016634,0.224834,0.126074,-0.047417,-0.044560,0.008513,0.106247,0.060425,0.038252,0.041950,0.042194,0.575120,0.611579,-0.043453,-0.048964,0.039405,0.793987,0.750534
harvest_total,harvest_2016_00820,2016,2013,-3,5,0.004414,0.003688,0.001835,0.016673,0.019450,0.006765,0.006801,0.004363,0.033777,0.040542,0.003135,0.005816,0.004479,0.020220,0.025239,0.017958,0.001359,0.041068,0.242035,0.247329,-0.004868,0.002596,0.020591,0.112812,0.120732,-0.002448,0.001136,0.010679,0.052395,0.053138,0.010735,-0.007827,0.056313,0.645963,0.655749,-0.017011,-0.020578,0.029016,0.820321,0.806553
harvest_total,harvest_2016_00820,2016,2014,-2,1,0.004043,0.004043,,0.020687,0.024730,0.004441,0.004441,,0.038508,0.042949,-0.001650,-0.001650,,0.029240,0.027590,0.014520,0.014520,,0.266400,0.280920,-0.000179,-0.000179,,0.137288,0.137109,-0.005940,-0.005940,,0.063918,0.057978,0.041767,0.041767,,0.620413,0.662180,0.003561,0.003561,,0.825615,0.829176
harvest_total,harvest_2016_00820,2016,2015,-1,5,0.002118,0.003605,0.004261,0.021485,0.022640,0.002310,0.004689,0.007687,0.036032,0.039387,0.003327,0.003610,0.006717,0.022915,0.025390,0.017972,0.032555,0.039640,0.221630,0.256734,0.009652,0.014946,0.026943,0.109760,0.121337,0.007287,0.006303,0.015709,0.048572,0.049618,0.029706,0.007509,0.062926,0.637190,0.668119,-0.005447,0.001511,0.035061,0.794547,0.789100
harvest_total,harvest_2016_00820,2016,2017,1,2,-0.030911,-0.030911,0.003072,0.053496,0.022585,-0.017628,-0.017628,0.001089,0.065018,0.047390,-0.032588,-0.032588,0.010034,0.063285,0.030698,0.033921,0.033921,0.042682,0.238652,0.272574,-0.103221,-0.103221,0.005464,0.236741,0.133520,-0.077549,-0.077549,0.000039,0.137095,0.059546,0.380459,0.380459,0.060121,0.269820,0.650279,0.221025,0.221025,0.051024,0.565396,0.786420
harvest_total,harvest_2016_00820,2016,2018,2,5,-0.024241,-0.024134,0.005680,0.042289,0.020179,-0.020473,-0.023031,0.006586,0.060342,0.039869,-0.040095,-0.040439,0.009233,0.065870,0.022282,-0.008332,-0.009636,0.071928,0.228450,0.240591,-0.113094,-0.125837,0.031215,0.237429,0.119990,-0.092826,-0.087293,0.019734,0.141137,0.046427,0.408635,0.376312,0.133949,0.230287,0.672514,0.277243,0.234836,0.094171,0.547963,0.825206
harvest_total,harvest_2016_00820,2016,2019,3,5,-0.014698,-0.015516,0.008343,0.042385,0.027232,-0.016692,-0.015922,0.011137,0.065485,0.047390,-0.019855,-0.024621,0.015077,0.058060,0.029020,-0.054463,-0.052995,0.076353,0.287451,0.266923,-0.111540,-0.110195,0.035827,0.244482,0.144163,-0.069383,-0.075812,0.028187,0.142595,0.065595,0.248764,0.227689,0.148123,0.344249,0.598221,0.095278,0.092764,0.085923,0.664334,0.799826
harvest_total,harvest_2016_00820,2016,2024,8,5,-0.006298,-0.007928,0.005787,0.031247,0.024565,-0.017916,-0.018353,0.004224,0.060906,0.044915,-0.005940,-0.010906,0.008650,0.037022,0.028470,-0.146630,-0.138504,0.027431,0.369333,0.237305,-0.073590,-0.068585,0.016795,0.194130,0.128831,-0.026991,-0.027516,0.014177,0.082370,0.055117,-0.043384,-0.029833,0.067065,0.655903,0.633039,-0.042559,-0.020342,0.051507,0.830333,0.798341
harvest_total,harvest_2016_00820,2016,2025,9,5,-0.009982,-0.009493,0.002725,0.031027,0.020907,-0.023265,-0.021934,0.005690,0.066365,0.044420,-0.016472,-0.015471,0.003641,0.042990,0.025445,-0.182490,-0.151080,0.056168,0.406815,0.240825,-0.082445,-0.072924,0.024046,0.201362,0.120705,-0.032010,-0.026581,0.010953,0.080940,0.051488,-0.007216,-0.007646,0.059163,0.635008,0.647997,-0.005860,-0.001446,0.039971,0.810018,0.804158
harvest_total,harvest_2018_00952,2018,2015,-3,3,0.003712,0.004006,0.002187,0.035922,0.037903,0.002090,0.002035,0.000146,0.052532,0.054677,-0.000165,0.002933,0.007176,0.039800,0.039717,0.090144,0.076835,0.030021,0.201968,0.292112,0.056539,0.059134,0.005002,0.074643,0.139487,0.027555,0.027582,0.000073,0.034190,0.061855,-0.045769,-0.055880,0.028012,0.683600,0.641148,0.094865,0.066285,0.079679,0.687297,0.782162
harvest_total,harvest_2018_00952,2018,2018,0,2,-0.004895,-0.004895,0.009509,0.031852,0.026957,0.004854,0.004854,0.010248,0.036823,0.041676,-0.007569,-0.007569,0.010025,0.036280,0.028710,0.189427,0.189427,0.008177,0.089472,0.278899,0.015812,0.015812,0.006437,0.112489,0.128302,-0.052429,-0.052429,0.028585,0.108571,0.056142,0.777135,0.777135,0.377049,-0.115521,0.661614,0.422325,0.422325,0.138135,0.387879,0.810204
harvest_total,harvest_2018_00952,2018,2019,1,1,-0.031034,-0.031034,,0.056218,0.025184,-0.039806,-0.039806,,0.077901,0.038095,-0.070001,-0.070001,,0.093439,0.023438,0.110633,0.110633,,0.208512,0.319145,-0.115802,-0.115802,,0.262481,0.146679,-0.109133,-0.109133,,0.169902,0.060769,0.607323,0.607323,,0.065569,0.672892,0.470826,0.470826,,0.390795,0.861621
harvest_total,harvest_2018_00952,2018,2021,3,2,-0.025623,-0.025623,0.010724,0.048655,0.023032,-0.026442,-0.026442,0.011375,0.059332,0.032891,-0.044578,-0.044578,0.018803,0.065148,0.020570,0.099385,0.099385,0.000018,0.196282,0.295667,-0.104363,-0.104363,0.061778,0.247872,0.143510,-0.103311,-0.103311,0.046562,0.160614,0.057304,0.574631,0.574631,0.206562,0.103507,0.678138,0.376967,0.376967,0.158584,0.499325,0.876292
harvest_total,harvest_2018_00952,2018,2022,4,1,-0.020419,-0.020419,,0.041505,0.021086,-0.012266,-0.012266,,0.055723,0.043457,-0.037153,-0.037153,,0.067383,0.030230,0.085401,0.085401,,0.171058,0.256459,-0.137747,-0.137747,,0.258727,0.120980,-0.123132,-0.123132,,0.180243,0.057111,0.663834,0.663834,,-0.008139,0.655695,0.369432,0.369432,,0.422959,0.792391
harvest_total,harvest_2018_00952,2018,2024,6,3,-0.026208,-0.027537,0.008412,0.055544,0.029336,-0.025919,-0.023352,0.013590,0.074821,0.048902,-0.034678,-0.031272,0.010205,0.066214,0.032994,0.070909,0.056755,0.063360,0.224765,0.295674,-0.087807,-0.075804,0.040417,0.236521,0.148714,-0.098161,-0.087441,0.019819,0.158889,0.061786,0.402057,0.436029,0.059103,0.221983,0.625127,0.226699,0.231162,0.028169,0.563015,0.820840
harvest_total,harvest_2018_00952,2018,2025,7,3,-0.010463,-0.013209,0.005436,0.037559,0.025363,-0.014492,-0.015194,0.006662,0.058899,0.040378,-0.022055,-0.024741,0.007128,0.053509,0.024262,0.043808,0.050595,0.048353,0.241526,0.291288,-0.067430,-0.065093,0.035189,0.199795,0.132365,-0.060473,-0.058635,0.017254,0.112373,0.057441,0.313493,0.309279,0.016867,0.376596,0.680370,0.185836,0.178911,0.047021,0.646293,0.866299
harvest_total,harvest_2018_01286,2018,2015,-3,10,0.003980,0.003223,0.004262,0.017903,0.019938,0.002221,0.002204,0.007444,0.031845,0.034121,0.001794,0.002265,0.006855,0.019683,0.023218,0.033647,0.035806,0.032949,0.183941,0.209585,0.021119,0.021134,0.024344,0.077997,0.107478,0.007123,0.008708,0.013622,0.032148,0.042977,-0.004205,-0.007871,0.054902,0.686005,0.695266,0.009268,0.008034,0.037674,0.799896,0.802053
harvest_total,harvest_2018_01286,2018,2016,-2,6,0.004888,0.005816,0.004896,0.016321,0.021911,0.008627,0.010990,0.006491,0.029556,0.037627,0.005246,0.006820,0.006452,0.018660,0.023981,0.047912,0.062934,0.049845,0.174873,0.224002,0.036026,0.037891,0.015072,0.082377,0.119591,0.018968,0.018370,0.007895,0.036988,0.054471,-0.031730,-0.007891,0.059546,0.653581,0.625805,0.007992,0.014975,0.051074,0.808151,0.797836
harvest_total,harvest_2018_01286,2018,2017,-1,9,0.002612,0.001179,0.004779,0.014390,0.016480,0.001540,0.001636,0.007146,0.035180,0.036940,0.001320,0.001264,0.007561,0.020880,0.021691,0.032629,0.022921,0.032591,0.177919,0.202298,0.007810,0.008920,0.023230,0.085216,0.107615,0.004139,0.003281,0.014616,0.040295,0.048737,-0.004660,0.011565,0.069257,0.627988,0.638898,0.000571,0.008589,0.047656,0.789536,0.799940
harvest_total,harvest_2018_01286,2018,2018,0,6,0.002117,0.003332,0.004704,0.016556,0.021306,0.005974,0.005683,0.006594,0.038329,0.044461,0.002688,0.003447,0.005445,0.022887,0.026394,0.039387,0.047144,0.037308,0.181480,0.226539,0.015241,0.020405,0.023719,0.086859,0.115356,0.003870,0.005094,0.013861,0.040275,0.048538,0.025904,0.032870,0.073084,0.627360,0.657136,0.010903,0.015480,0.036600,0.775099,0.788906
harvest_total,harvest_2018_01286,2018,2019,1,8,-0.024854,-0.024618,0.008725,0.045197,0.020192,-0.030587,-0.030570,0.013282,0.068909,0.039422,-0.054966,-0.055407,0.014928,0.077220,0.022090,-0.027548,-0.016961,0.037157,0.239622,0.210602,-0.156661,-0.158268,0.057555,0.266655,0.107045,-0.105029,-0.109703,0.037807,0.157906,0.050450,0.452591,0.461579,0.122970,0.153611,0.631872,0.296237,0.302759,0.070631,0.497444,0.799902
harvest_total,harvest_2018_01286,2018,2020,2,10,-0.031529,-0.029472,0.006968,0.047816,0.017959,-0.033549,-0.031875,0.009144,0.067410,0.035702,-0.044887,-0.047553,0.011894,0.068895,0.021416,-0.045814,-0.030893,0.037874,0.242056,0.198572,-0.153835,-0.161993,0.047347,0.265397,0.104178,-0.105786,-0.111023,0.031666,0.153368,0.045493,0.390216,0.407578,0.105078,0.236958,0.653057,0.219113,0.239830,0.062260,0.567457,0.792666
harvest_total,harvest_2018_01286,2018,2021,3,10,-0.026771,-0.025014,0.007470,0.042880,0.018226,-0.028504,-0.027415,0.006430,0.060576,0.034066,-0.033316,-0.033732,0.008891,0.055338,0.020166,-0.065203,-0.056044,0.034195,0.250602,0.189565,-0.132715,-0.130849,0.043830,0.225398,0.096574,-0.080967,-0.082994,0.028464,0.124328,0.043773,0.330766,0.310514,0.106858,0.302488,0.626546,0.161984,0.168743,0.051743,0.624390,0.792049
harvest_total,harvest_2018_01286,2018,2022,4,10,-0.020322,-0.020390,0.009076,0.036754,0.015717,-0.028531,-0.028443,0.008825,0.065541,0.036218,-0.030030,-0.029868,0.010936,0.050525,0.020372,-0.088323,-0.089317,0.036365,0.312002,0.212342,-0.121330,-0.111594,0.043290,0.221726,0.102349,-0.068268,-0.068247,0.027161,0.114462,0.045836,0.170102,0.176220,0.072988,0.470524,0.642294,0.075670,0.078146,0.045537,0.729806,0.799368
harvest_total,harvest_2018_01286,2018,2023,5,10,-0.012814,-0.013279,0.003004,0.030718,0.017326,-0.021354,-0.022505,0.008062,0.056197,0.031110,-0.023120,-0.021948,0.005389,0.042873,0.019023,-0.102334,-0.105149,0.042615,0.290573,0.161185,-0.101805,-0.100034,0.032995,0.182745,0.079399,-0.048036,-0.051306,0.015950,0.090922,0.037627,0.120707,0.122438,0.058202,0.515207,0.645841,0.038101,0.037005,0.034624,0.743637,0.777305
harvest_total,harvest_2018_01286,2018,2024,6,10,-0.015544,-0.016168,0.005342,0.031983,0.016728,-0.021133,-0.021783,0.006963,0.061044,0.039855,-0.019436,-0.019707,0.006757,0.043650,0.023891,-0.105394,-0.107088,0.029966,0.299111,0.179514,-0.085037,-0.088139,0.032399,0.188906,0.102239,-0.043924,-0.044818,0.018831,0.090187,0.046854,0.062202,0.070825,0.058438,0.536356,0.598234,0.028214,0.025907,0.033391,0.771502,0.782211
harvest_total,harvest_2018_01286,2018,2025,7,10,-0.010766,-0.010653,0.004533,0.029446,0.019299,-0.018597,-0.018238,0.005865,0.066716,0.047349,-0.016074,-0.016071,0.005868,0.042522,0.026243,-0.109649,-0.111239,0.032056,0.318534,0.192782,-0.088818,-0.087628,0.029066,0.180572,0.090895,-0.043016,-0.042960,0.015392,0.084178,0.041162,0.064746,0.067804,0.050649,0.574726,0.635409,0.022202,0.017081,0.037722,0.746302,0.765465
harvest_total,harvest_2020_00459,2020,2018,-2,1,-0.003080,-0.003080,,0.021540,0.018460,0.001237,0.001237,,0.042000,0.043237,0.000179,0.000179,,0.026256,0.026435,0.011303,0.011303,,0.222565,0.233868,0.019787,0.019787,,0.099901,0.119688,0.008360,0.008360,,0.046400,0.054760,-0.034417,-0.034417,,0.654913,0.620496,0.009594,0.009594,,0.789726,0.799320
harvest_total,harvest_2020_00459,2020,2019,-1,6,-0.008772,-0.008344,0.002778,0.032238,0.021656,-0.012046,-0.009781,0.007472,0.051268,0.040033,-0.012623,-0.012879,0.005575,0.037724,0.023554,-0.015854,-0.013812,0.018797,0.238832,0.219169,-0.019443,-0.020348,0.011267,0.131663,0.109746,-0.016005,-0.015760,0.007736,0.066200,0.047898,0.063109,0.056763,0.051663,0.579561,0.631671,0.080361,0.069817,0.036245,0.716912,0.799439
harvest_total,harvest_2020_00459,2020,2021,1,1,-0.025794,-0.025794,,0.039222,0.013428,-0.030333,-0.030333,,0.062103,0.031770,-0.054697,-0.054697,,0.073267,0.018570,-0.074387,-0.074387,,0.232932,0.158545,-0.146080,-0.146080,,0.241925,0.095845,-0.091355,-0.091355,,0.131980,0.040625,0.315408,0.315408,,0.276649,0.592057,0.272184,0.272184,,0.514233,0.786417
harvest_total,harvest_2020_00459,2020,2022,2,1,-0.039682,-0.039682,,0.060095,0.020413,-0.037290,-0.037290,,0.081435,0.044145,-0.073123,-0.073123,,0.097523,0.024400,-0.000467,-0.000467,,0.240055,0.239588,-0.197891,-0.197891,,0.317633,0.119742,-0.153065,-0.153065,,0.207742,0.054677,0.582292,0.582292,,0.071860,0.654152,0.410943,0.410943,,0.422222,0.833165
harvest_total,harvest_2020_00459,2020,2023,3,4,-0.041084,-0.041573,0.010481,0.063753,0.022860,-0.047134,-0.044089,0.009803,0.086976,0.042385,-0.063965,-0.064773,0.014194,0.092607,0.026669,-0.026613,-0.028105,0.021013,0.236239,0.208059,-0.161872,-0.161586,0.038762,0.291535,0.122342,-0.130542,-0.125001,0.029877,0.183405,0.055826,0.485438,0.490374,0.061932,0.118738,0.604176,0.330935,0.338483,0.033597,0.434671,0.769575
harvest_total,harvest_2020_00459,2020,2024,4,5,-0.024282,-0.027929,0.018069,0.054897,0.030615,-0.015523,-0.031864,0.029126,0.075852,0.052038,-0.038212,-0.044135,0.024836,0.076458,0.033558,-0.007672,-0.030533,0.045963,0.227652,0.194763,-0.101627,-0.114422,0.054668,0.225288,0.118945,-0.087464,-0.091921,0.036616,0.144520,0.057056,0.324744,0.332214,0.042818,0.233315,0.586778,0.159717,0.204698,0.097416,0.516791,0.738915
harvest_total,harvest_2020_00459,2020,2025,5,6,-0.028964,-0.029306,0.006753,0.049721,0.022324,-0.034547,-0.030261,0.013583,0.073591,0.043568,-0.045657,-0.042786,0.009428,0.068723,0.025898,-0.027926,-0.029251,0.016318,0.248821,0.220791,-0.117590,-0.115784,0.009699,0.228794,0.112874,-0.081483,-0.082346,0.012920,0.132351,0.050868,0.330650,0.323689,0.048668,0.315337,0.634272,0.235268,0.216523,0.066739,0.576048,0.786019
harvest_total,harvest_2020_01549,2020,2017,-3,1,0.014465,0.014465,,0.013056,0.027521,0.021106,0.021106,,0.035551,0.056657,0.033165,0.033165,,0.019684,0.052849,0.126432,0.126432,,0.188341,0.314773,0.085855,0.085855,,0.083250,0.169105,0.043574,0.043574,,0.038040,0.081614,-0.081521,-0.081521,,0.669725,0.588204,-0.102500,-0.102500,,0.814992,0.712492
harvest_total,harvest_2020_01549,2020,2018,-2,1,0.011110,0.011110,,0.015627,0.026737,0.024474,0.024474,,0.028498,0.052972,0.027775,0.027775,,0.020825,0.048600,0.126336,0.126336,,0.181617,0.307953,0.079613,0.079613,,0.083800,0.163413,0.041030,0.041030,,0.039525,0.080555,-0.074291,-0.074291,,0.653042,0.578751,-0.071579,-0.071579,,0.794263,0.722684
harvest_total,harvest_2020_01549,2020,2019,-1,1,0.016527,0.016527,,0.013785,0.030312,0.027033,0.027033,,0.029570,0.056603,0.029246,0.029246,,0.019051,0.048297,0.130872,0.130872,,0.181728,0.312600,0.083503,0.083503,,0.083759,0.167262,0.041373,0.041373,,0.039869,0.081242,-0.045025,-0.045025,,0.640500,0.595475,-0.054038,-0.054038,,0.806111,0.752073
harvest_total,harvest_2020_01549,2020,2021,1,1,-0.027967,-0.027967,,0.053632,0.025665,-0.021889,-0.021889,,0.073927,0.052038,-0.045237,-0.045237,,0.086467,0.041230,0.073095,0.073095,,0.220200,0.293295,-0.154550,-0.154550,,0.296815,0.142265,-0.118222,-0.118222,,0.184505,0.066283,0.498248,0.498248,,0.113462,0.611710,0.318234,0.318234,,0.435182,0.753416
harvest_total,harvest_2020_01549,2020,2022,2,1,-0.020336,-0.020336,,0.046125,0.025789,-0.012802,-0.012802,,0.070779,0.057977,-0.024104,-0.024104,,0.066599,0.042495,0.018892,0.018892,,0.285073,0.303965,-0.136647,-0.136647,,0.273646,0.136999,-0.084054,-0.084054,,0.155603,0.071549,0.341925,0.341925,,0.307763,0.649688,0.139423,0.139423,,0.625790,0.765213
harvest_total,harvest_2020_01549,2020,2023,3,1,-0.011027,-0.011027,,0.038975,0.027948,-0.013296,-0.013296,,0.065072,0.051776,-0.009089,-0.009089,,0.052670,0.043581,-0.040961,-0.040961,,0.322170,0.281209,-0.081854,-0.081854,,0.223885,0.142031,-0.058643,-0.058643,,0.129312,0.070669,0.161669,0.161669,,0.445361,0.607030,-0.005699,-0.005699,,0.725928,0.720229
harvest_total,harvest_2020_01549,2020,2024,4,1,-0.020872,-0.020872,,0.046496,0.025624,-0.014561,-0.014561,,0.072030,0.057469,-0.018631,-0.018631,,0.064756,0.046125,0.021023,0.021023,,0.287713,0.308736,-0.108776,-0.108776,,0.266166,0.157390,-0.074636,-0.074636,,0.149223,0.074587,0.289441,0.289441,,0.308583,0.598024,0.119441,0.119441,,0.617658,0.737099
harvest_total,harvest_2020_01549,2020,2025,5,1,-0.025437,-0.025437,,0.050277,0.024840,-0.020515,-0.020515,,0.079895,0.059380,-0.035228,-0.035228,,0.078410,0.043182,0.062370,0.062370,,0.239148,0.301518,-0.102026,-0.102026,,0.248333,0.146307,-0.089623,-0.089623,,0.160195,0.070572,0.392204,0.392204,,0.223946,0.616150,0.224086,0.224086,,0.525363,0.749449
harvest_total,harvest_2021_00772,2021,2018,-3,9,0.001457,0.003208,0.005733,0.020303,0.025156,0.004042,0.005470,0.007893,0.039827,0.043650,0.000660,0.003824,0.007616,0.025844,0.026311,0.015579,0.036022,0.043548,0.206203,0.219842,0.005239,0.014630,0.024257,0.098842,0.107973,0.001870,0.005312,0.012668,0.049398,0.053055,0.014949,0.018164,0.037268,0.608722,0.622967,0.006104,0.001301,0.047712,0.775677,0.791300
harvest_total,harvest_2021_00772,2021,2019,-2,10,0.002523,0.003760,0.003550,0.019374,0.022482,0.005170,0.006197,0.007419,0.037765,0.041766,0.001451,0.003865,0.006121,0.025149,0.026394,0.028352,0.040040,0.039803,0.198482,0.226814,0.010141,0.015157,0.024382,0.106075,0.118760,0.006511,0.007258,0.012058,0.047307,0.054623,0.016809,0.020708,0.034539,0.601684,0.619609,0.006944,0.009436,0.035911,0.771058,0.779324
harvest_total,harvest_2021_00772,2021,2020,-1,6,0.003870,0.004517,0.011858,0.021794,0.025664,0.007865,0.007927,0.015740,0.037373,0.045238,0.003843,0.003875,0.012854,0.026056,0.029899,0.023994,0.036115,0.035887,0.172639,0.216550,0.013228,0.021487,0.029297,0.089066,0.108880,0.004469,0.010468,0.017181,0.043058,0.049507,-0.001006,-0.001111,0.037367,0.631277,0.616495,-0.007070,0.019400,0.066050,0.758145,0.757149
harvest_total,harvest_2021_00772,2021,2021,0,5,-0.008663,-0.008539,0.006353,0.027783,0.019271,0.010354,0.007087,0.006409,0.035180,0.042275,-0.010037,-0.011209,0.007370,0.036830,0.026050,0.105325,0.109420,0.048297,0.106831,0.186870,-0.024764,-0.020361,0.030756,0.104783,0.077736,-0.053349,-0.049120,0.020523,0.096175,0.039030,0.590956,0.625449,0.091986,0.009875,0.646896,0.375489,0.358371,0.056374,0.389346,0.760967
harvest_total,harvest_2021_00772,2021,2022,1,10,-0.026799,-0.029917,0.008100,0.047981,0.019724,-0.026991,-0.028156,0.011453,0.065939,0.035441,-0.057928,-0.060607,0.013471,0.080837,0.021843,0.025107,0.048089,0.048393,0.167386,0.208925,-0.165858,-0.171852,0.025057,0.272574,0.101077,-0.162388,-0.156827,0.017255,0.203617,0.047438,0.748445,0.723076,0.099374,-0.094863,0.639298,0.454971,0.443737,0.076203,0.351897,0.802782
harvest_total,harvest_2021_00772,2021,2023,2,10,-0.038555,-0.038485,0.005221,0.061532,0.022846,-0.033640,-0.032647,0.005397,0.074560,0.039339,-0.049666,-0.050589,0.008633,0.079146,0.025294,-0.004984,0.003545,0.042783,0.204717,0.207481,-0.164663,-0.160471,0.028761,0.258068,0.106357,-0.142574,-0.137035,0.021700,0.191229,0.052835,0.631806,0.605947,0.114076,0.015519,0.626859,0.347572,0.344208,0.082364,0.426347,0.768491
harvest_total,harvest_2021_00772,2021,2024,3,10,-0.035811,-0.033879,0.006514,0.053481,0.020433,-0.032959,-0.029204,0.011199,0.068345,0.035702,-0.047052,-0.044415,0.011805,0.069761,0.023211,-0.013027,-0.006751,0.041979,0.220234,0.211669,-0.163838,-0.152222,0.029732,0.258143,0.110922,-0.124500,-0.123244,0.025295,0.171917,0.051281,0.487277,0.495873,0.104583,0.123757,0.603813,0.262756,0.274676,0.083207,0.514676,0.777944
harvest_total,harvest_2021_00772,2021,2025,4,10,-0.033743,-0.032942,0.006745,0.055557,0.022062,-0.031763,-0.027693,0.008498,0.074292,0.043966,-0.040858,-0.038001,0.010465,0.065960,0.026119,-0.019614,-0.011870,0.044312,0.244338,0.224009,-0.146616,-0.139557,0.025126,0.250794,0.113638,-0.109608,-0.108540,0.018811,0.159535,0.054733,0.419525,0.427702,0.089836,0.212260,0.621144,0.206032,0.213036,0.077178,0.583325,0.784690
